stock_locate,tracking_number,timestamp,shares,cross_price,match_number,cross_type
4737,1,0 days 09:30:00.297845084,0,0,87935,0
8457,1,0 days 09:30:00.297980166,1687,1940500,87958,0
2278,1,0 days 09:30:00.298110313,0,0,87978,0
5115,1,0 days 09:30:00.298116774,0,0,87985,0
8408,1,0 days 09:30:00.298255630,0,0,87988,0
6557,1,0 days 09:30:00.298322610,0,0,87989,0
6858,1,0 days 09:30:00.298490898,226,1207400,87990,0
5332,13,0 days 09:30:00.298629313,208116,537700,88007,0
381,1,0 days 09:30:00.299646405,408,656600,88008,0
6311,1,0 days 09:30:00.299677838,0,0,88009,0
7337,1,0 days 09:30:00.300984987,1802,349900,88052,0
3039,1,0 days 09:30:00.301054026,0,0,88054,0
2116,1,0 days 09:30:00.301676,0,0,88057,0
6876,1,0 days 09:30:00.301918912,0,0,88059,0
418,1,0 days 09:30:00.301956653,19,7350,88060,0
8123,1,0 days 09:30:00.302071712,0,0,88063,0
2991,1,0 days 09:30:00.302133450,0,0,88064,0
2282,1,0 days 09:30:00.302189830,0,0,88065,0
3915,1,0 days 09:30:00.302300739,1313,586800,88066,0
7383,1,0 days 09:30:00.302348936,0,0,88069,0
3978,1,0 days 09:30:00.302408243,105,68400,88070,0
8126,1,0 days 09:30:00.302422877,0,0,88071,0
2114,1,0 days 09:30:00.302532459,0,0,88074,0
4209,1,0 days 09:30:00.302595967,0,0,88075,0
2424,2,0 days 09:30:00.302657477,818,296100,88077,0
5311,1,0 days 09:30:00.302734780,0,0,88080,0
7599,2,0 days 09:30:00.302760796,1802,92500,88082,0
8865,1,0 days 09:30:00.302790394,0,0,88083,0
6180,1,0 days 09:30:00.302874315,0,0,88086,0
821,1,0 days 09:30:00.302920908,0,0,88087,0
1022,1,0 days 09:30:00.303034878,1716,165000,88088,0
8885,1,0 days 09:30:00.303076120,0,0,88091,0
6444,3,0 days 09:30:00.303085797,2625,778700,88094,0
7583,1,0 days 09:30:00.303132269,0,0,88097,0
7130,1,0 days 09:30:00.303191070,0,0,88098,0
1844,1,0 days 09:30:00.303244997,0,0,88100,0
7242,1,0 days 09:30:00.303323680,828,310600,88124,0
8263,1,0 days 09:30:00.303395328,0,0,88127,0
2631,2,0 days 09:30:00.303475196,1021,265300,88137,0
6706,1,0 days 09:30:00.303682915,0,0,88140,0
6186,1,0 days 09:30:00.303808752,0,0,88145,0
8718,1,0 days 09:30:00.303843091,0,0,88146,0
3142,1,0 days 09:30:00.303894084,0,0,88147,0
1715,1,0 days 09:30:00.303963555,0,0,88148,0
7851,2,0 days 09:30:00.304085937,4130,4404,88150,0
4087,1,0 days 09:30:00.304114049,0,0,88152,0
3613,1,0 days 09:30:00.304157909,0,0,88154,0
428,2,0 days 09:30:00.304278731,236,136800,88156,0
7014,1,0 days 09:30:00.304372975,0,0,88159,0
4061,1,0 days 09:30:00.304388059,0,0,88160,0
4862,3,0 days 09:30:00.304494468,3142,148100,88163,0
4222,1,0 days 09:30:00.304579856,0,0,88166,0
4019,1,0 days 09:30:00.304623785,0,0,88167,0
6902,1,0 days 09:30:00.304632616,0,0,88168,0
8072,3,0 days 09:30:00.304883656,12732,885100,88171,0
7985,3,0 days 09:30:00.305061196,131,266900,88194,0
2257,4,0 days 09:30:00.305080365,42512,15500,88199,0
6997,1,0 days 09:30:00.305139361,0,0,88207,0
8746,1,0 days 09:30:00.305263507,0,0,88218,0
3067,2,0 days 09:30:00.305348386,8707,41300,88220,0
715,1,0 days 09:30:00.305479141,71,298000,88223,0
3435,5,0 days 09:30:00.305494471,17850,2900,88229,0
1443,1,0 days 09:30:00.305637614,0,0,88233,0
6975,3,0 days 09:30:00.305745994,1253,304500,88236,0
3929,1,0 days 09:30:00.305806248,0,0,88239,0
3701,1,0 days 09:30:00.305822832,0,0,88240,0
8371,1,0 days 09:30:00.305904007,0,0,88241,0
2057,1,0 days 09:30:00.306130451,0,0,88251,0
2303,1,0 days 09:30:00.306144879,0,0,88252,0
4026,1,0 days 09:30:00.306385588,0,0,88263,0
4472,1,0 days 09:30:00.306475981,0,0,88283,0
8465,2,0 days 09:30:00.306493573,46,389800,88285,0
2430,1,0 days 09:30:00.306681450,0,0,88311,0
2781,1,0 days 09:30:00.306737695,723,309800,88313,0
7585,4,0 days 09:30:00.306890706,4000,2500,88320,0
2411,3,0 days 09:30:00.306918645,160,326100,88323,0
6816,1,0 days 09:30:00.306984448,0,0,88328,0
6357,1,0 days 09:30:00.307065926,0,0,88329,0
3242,2,0 days 09:30:00.307160694,405,266100,88331,0
7839,1,0 days 09:30:00.307209904,0,0,88334,0
3769,1,0 days 09:30:00.307307309,2362,295200,88335,0
4392,1,0 days 09:30:00.307424350,0,0,88339,0
7453,1,0 days 09:30:00.307570960,0,0,88358,0
6270,2,0 days 09:30:00.307582143,198,8200,88364,0
6016,1,0 days 09:30:00.307632912,0,0,88373,0
6487,1,0 days 09:30:00.307751394,0,0,88377,0
1853,1,0 days 09:30:00.307839008,0,0,88378,0
8016,1,0 days 09:30:00.308011534,6633,1244700,88379,0
2461,1,0 days 09:30:00.308161776,0,0,88386,0
6312,1,0 days 09:30:00.308172016,0,0,88387,0
4937,1,0 days 09:30:00.308303411,0,0,88397,0
3018,1,0 days 09:30:00.308374104,0,0,88408,0
3595,1,0 days 09:30:00.308463231,0,0,88422,0
5105,1,0 days 09:30:00.308553282,614,8188,88423,0
4393,1,0 days 09:30:00.308617793,0,0,88426,0
5457,1,0 days 09:30:00.308662478,0,0,88427,0
8561,2,0 days 09:30:00.308729811,1,455400,88429,0
7894,1,0 days 09:30:00.308811410,0,0,88432,0
2993,1,0 days 09:30:00.308880415,0,0,88433,0
5647,1,0 days 09:30:00.308933770,0,0,88434,0
379,1,0 days 09:30:00.308996479,0,0,88435,0
1635,1,0 days 09:30:00.309120574,4149,122800,88450,0
8256,3,0 days 09:30:00.309246605,3007,29400,88473,0
4884,1,0 days 09:30:00.309325862,0,0,88476,0
6399,1,0 days 09:30:00.309406250,1242,73200,88477,0
4554,2,0 days 09:30:00.309615691,89,251300,88489,0
4290,1,0 days 09:30:00.309840672,13634,678800,88514,0
5237,1,0 days 09:30:00.309973335,450,23900,88525,0
2696,1,0 days 09:30:00.310147257,0,0,88551,0
1363,1,0 days 09:30:00.310357054,11623,137000,88552,0
6248,7,0 days 09:30:00.310707660,106370,31000,88575,0
6321,1,0 days 09:30:00.310740122,0,0,88576,0
602,1,0 days 09:30:00.311141557,0,0,88609,0
6612,1,0 days 09:30:00.311325058,0,0,88610,0
4857,2,0 days 09:30:00.311410164,417,103900,88612,0
2477,1,0 days 09:30:00.311475915,0,0,88615,0
3171,1,0 days 09:30:00.311586032,2804,315800,88617,0
6005,1,0 days 09:30:00.311639020,0,0,88621,0
7602,1,0 days 09:30:00.311826074,4346,179500,88646,0
5565,1,0 days 09:30:00.311945413,0,0,88665,0
684,1,0 days 09:30:00.312001705,0,0,88666,0
5959,1,0 days 09:30:00.312146077,8349,310000,88667,0
4071,1,0 days 09:30:00.312253233,0,0,88670,0
405,1,0 days 09:30:00.312377933,8342,84000,88687,0
1565,2,0 days 09:30:00.312447925,23327,59400,88689,0
8212,2,0 days 09:30:00.312543963,1966,413900,88709,0
1158,1,0 days 09:30:00.312683455,0,0,88712,0
2225,1,0 days 09:30:00.312741456,0,0,88714,0
1238,1,0 days 09:30:00.312800248,0,0,88715,0
8590,1,0 days 09:30:00.312873907,0,0,88732,0
4401,1,0 days 09:30:00.312924829,0,0,88734,0
3457,1,0 days 09:30:00.313083490,0,0,88735,0
703,1,0 days 09:30:00.313209077,0,0,88747,0
3650,1,0 days 09:30:00.313259408,0,0,88748,0
5518,2,0 days 09:30:00.313366020,991,10700,88757,0
700,1,0 days 09:30:00.313424162,0,0,88760,0
7148,2,0 days 09:30:00.313536187,4353,154700,88781,0
3735,3,0 days 09:30:00.313595695,7027,185700,88786,0
1897,1,0 days 09:30:00.313763279,0,0,88797,0
3453,1,0 days 09:30:00.313884512,0,0,88820,0
7366,1,0 days 09:30:00.313945030,0,0,88821,0
4285,1,0 days 09:30:00.314006473,0,0,88822,0
1423,3,0 days 09:30:00.314099781,215,266500,88825,0
491,1,0 days 09:30:00.314172953,0,0,88828,0
6194,1,0 days 09:30:00.314229221,0,0,88837,0
3120,1,0 days 09:30:00.314280044,0,0,88845,0
5328,1,0 days 09:30:00.314341654,0,0,88857,0
7027,1,0 days 09:30:00.314542804,0,0,88864,0
7713,1,0 days 09:30:00.314733418,7121,140500,88893,0
3787,1,0 days 09:30:00.314834105,0,0,88927,0
1463,1,0 days 09:30:00.314905812,0,0,88928,0
4611,1,0 days 09:30:00.314926910,0,0,88929,0
1279,1,0 days 09:30:00.315040601,2891,361900,88930,0
3243,2,0 days 09:30:00.315137617,98,258200,88964,0
2756,1,0 days 09:30:00.315234871,0,0,88967,0
1906,1,0 days 09:30:00.315284908,0,0,88969,0
3732,1,0 days 09:30:00.315295069,0,0,88987,0
5608,1,0 days 09:30:00.315339685,0,0,89001,0
2021,1,0 days 09:30:00.315399505,103,192100,89002,0
2850,1,0 days 09:30:00.315546337,2175,449500,89035,0
511,1,0 days 09:30:00.315652169,0,0,89068,0
6994,1,0 days 09:30:00.315720558,0,0,89069,0
3259,1,0 days 09:30:00.315744681,0,0,89070,0
6389,1,0 days 09:30:00.315807094,0,0,89071,0
7747,1,0 days 09:30:00.315921102,0,0,89102,0
8671,1,0 days 09:30:00.316057719,0,0,89136,0
2465,1,0 days 09:30:00.316061075,0,0,89137,0
7562,1,0 days 09:30:00.316111884,0,0,89168,0
1099,2,0 days 09:30:00.316182923,20,390700,89184,0
8041,1,0 days 09:30:00.316240619,0,0,89206,0
3976,1,0 days 09:30:00.316439715,37792,118100,89282,0
7531,1,0 days 09:30:00.316562677,0,0,89303,0
1070,1,0 days 09:30:00.316663806,0,0,89318,0
7571,1,0 days 09:30:00.316771462,0,0,89335,0
2997,1,0 days 09:30:00.316886425,0,0,89350,0
419,1,0 days 09:30:00.316948216,0,0,89367,0
3826,1,0 days 09:30:00.317000353,0,0,89368,0
4412,1,0 days 09:30:00.317046523,0,0,89388,0
709,1,0 days 09:30:00.317131851,882,566300,89400,0
6768,1,0 days 09:30:00.317197958,0,0,89433,0
4562,2,0 days 09:30:00.317283377,1090,221600,89442,0
5510,1,0 days 09:30:00.317369840,0,0,89470,0
6483,2,0 days 09:30:00.317462560,512,60800,89489,0
253,1,0 days 09:30:00.317562811,0,0,89512,0
7438,1,0 days 09:30:00.317619634,0,0,89531,0
7445,1,0 days 09:30:00.317676559,0,0,89544,0
4176,1,0 days 09:30:00.317726647,0,0,89574,0
5651,1,0 days 09:30:00.317933386,7486,614700,89604,0
1723,1,0 days 09:30:00.318038006,73109,500800,89606,0
6758,1,0 days 09:30:00.318167532,1220,61900,89639,0
5031,1,0 days 09:30:00.318675082,0,0,89644,0
1457,1,0 days 09:30:00.318828618,0,0,89645,0
7376,1,0 days 09:30:00.319031993,0,0,89675,0
2262,1,0 days 09:30:00.319090101,0,0,89677,0
3301,1,0 days 09:30:00.319161052,0,0,89678,0
7677,1,0 days 09:30:00.319193872,0,0,89680,0
3119,2,0 days 09:30:00.319281240,7,12500,89682,0
2675,1,0 days 09:30:00.319405003,0,0,89684,0
4316,1,0 days 09:30:00.319476688,0,0,89702,0
8538,1,0 days 09:30:00.319521661,0,0,89716,0
1359,1,0 days 09:30:00.319595651,0,0,89717,0
3193,1,0 days 09:30:00.319655001,0,0,89718,0
2060,1,0 days 09:30:00.319698435,0,0,89749,0
7964,1,0 days 09:30:00.319757206,3078,87100,89750,0
1465,1,0 days 09:30:00.319859525,0,0,89783,0
3484,1,0 days 09:30:00.319918757,0,0,89784,0
61,2,0 days 09:30:00.320013188,3602,83000,89809,0
2682,1,0 days 09:30:00.320101076,0,0,89834,0
4969,2,0 days 09:30:00.320183162,94,259700,89844,0
7657,1,0 days 09:30:00.320207231,914,28600,89854,0
8543,2,0 days 09:30:00.320257461,100,269100,89872,0
133,1,0 days 09:30:00.320397413,0,0,89890,0
74,2,0 days 09:30:00.320501633,100,357200,89916,0
8210,1,0 days 09:30:00.320552707,0,0,89924,0
4877,1,0 days 09:30:00.320558858,0,0,89925,0
6550,1,0 days 09:30:00.320656292,2943,845000,89956,0
607,1,0 days 09:30:00.320860479,0,0,89983,0
4844,1,0 days 09:30:00.321138657,0,0,90074,0
8616,2,0 days 09:30:00.322092653,15349,31800,90239,0
1730,1,0 days 09:30:00.322457467,180862,477500,90242,0
3299,2,0 days 09:30:00.322555924,14562,24200,90276,0
8317,1,0 days 09:30:00.324132749,0,0,90285,0
2168,1,0 days 09:30:00.324403985,0,0,90286,0
1711,1,0 days 09:30:00.325185879,14590,416200,90293,0
5433,1,0 days 09:30:00.325187442,0,0,90294,0
8280,1,0 days 09:30:00.325616457,0,0,90327,0
8010,6,0 days 09:30:00.325790180,115931,1900,90333,0
6320,1,0 days 09:30:00.325879671,0,0,90335,0
6954,1,0 days 09:30:00.326025823,100,124000,90337,0
8270,4,0 days 09:30:00.326315337,12566,23000,90343,0
7784,1,0 days 09:30:00.326341534,0,0,90344,0
4304,1,0 days 09:30:00.326473830,0,0,90347,0
8797,1,0 days 09:30:00.326572026,0,0,90348,0
5885,2,0 days 09:30:00.326591966,1351,99200,90351,0
3228,1,0 days 09:30:00.326687494,500,59000,90354,0
5597,1,0 days 09:30:00.326777663,0,0,90359,0
6011,1,0 days 09:30:00.326869183,0,0,90360,0
63,2,0 days 09:30:00.326959631,644,241800,90362,0
4201,1,0 days 09:30:00.327060585,14519,82100,90395,0
2295,1,0 days 09:30:00.327105215,906,359900,90397,0
8136,1,0 days 09:30:00.327241186,0,0,90402,0
1982,1,0 days 09:30:00.327306888,0,0,90403,0
2273,2,0 days 09:30:00.327393660,834,202700,90405,0
5564,1,0 days 09:30:00.327450537,0,0,90408,0
3831,1,0 days 09:30:00.327484899,0,0,90409,0
2726,2,0 days 09:30:00.327548564,1708,256000,90411,0
7002,1,0 days 09:30:00.327550386,0,0,90412,0
8524,1,0 days 09:30:00.327599610,0,0,90416,0
6598,1,0 days 09:30:00.327662736,0,0,90417,0
4887,3,0 days 09:30:00.327841434,8958,192200,90420,0
5015,2,0 days 09:30:00.328001452,875,188000,90424,0
8236,1,0 days 09:30:00.328017233,0,0,90425,0
1474,1,0 days 09:30:00.328107658,0,0,90428,0
8889,1,0 days 09:30:00.328165223,0,0,90429,0
7336,1,0 days 09:30:00.328418826,0,0,90461,0
6541,7,0 days 09:30:00.328946025,8019,191700,90469,0
8882,1,0 days 09:30:00.328965116,84548,62700,90470,0
7760,1,0 days 09:30:00.329231942,0,0,90474,0
493,1,0 days 09:30:00.329302898,0,0,90476,0
2437,1,0 days 09:30:00.329471682,0,0,90509,0
725,1,0 days 09:30:00.329551033,0,0,90510,0
3255,1,0 days 09:30:00.329601587,0,0,90512,0
2280,1,0 days 09:30:00.329658230,0,0,90513,0
5148,2,0 days 09:30:00.329808228,5531,243700,90515,0
7982,1,0 days 09:30:00.329939609,0,0,90518,0
8219,1,0 days 09:30:00.330012352,0,0,90519,0
8454,1,0 days 09:30:00.330046591,3816,140600,90520,0
2766,2,0 days 09:30:00.330093467,1329,808000,90524,0
6603,1,0 days 09:30:00.330245993,1117,17200,90528,0
8380,3,0 days 09:30:00.330377424,1569,96900,90533,0
392,1,0 days 09:30:00.330480281,0,0,90536,0
7693,1,0 days 09:30:00.330504090,0,0,90537,0
7237,1,0 days 09:30:00.330660176,0,0,90538,0
6672,1,0 days 09:30:00.330729230,0,0,90539,0
4135,1,0 days 09:30:00.330775057,0,0,90540,0
7308,1,0 days 09:30:00.330927044,7572,23000,90571,0
7171,1,0 days 09:30:00.330988426,0,0,90574,0
4824,1,0 days 09:30:00.331014988,0,0,90575,0
1193,2,0 days 09:30:00.331131576,2614,12500,90577,0
308,4,0 days 09:30:00.331304882,15835,24800,90583,0
2399,1,0 days 09:30:00.331333983,0,0,90585,0
5699,1,0 days 09:30:00.331399279,0,0,90587,0
1369,1,0 days 09:30:00.331457932,0,0,90588,0
7425,1,0 days 09:30:00.331533031,0,0,90589,0
2834,1,0 days 09:30:00.331601309,489,215800,90590,0
3667,1,0 days 09:30:00.331652076,0,0,90593,0
4879,1,0 days 09:30:00.331687412,740,58700,90594,0
4386,1,0 days 09:30:00.331746106,0,0,90613,0
189,1,0 days 09:30:00.331825546,296,255100,90615,0
722,1,0 days 09:30:00.331891457,0,0,90656,0
2158,1,0 days 09:30:00.331901384,0,0,90657,0
3287,1,0 days 09:30:00.332059700,0,0,90658,0
2845,1,0 days 09:30:00.332200905,0,0,90659,0
7701,1,0 days 09:30:00.332238128,8715,470600,90660,0
7123,1,0 days 09:30:00.332315347,0,0,90665,0
1669,1,0 days 09:30:00.332377937,0,0,90666,0
4232,1,0 days 09:30:00.332463552,0,0,90667,0
2414,1,0 days 09:30:00.332482371,0,0,90668,0
6689,2,0 days 09:30:00.332550390,387,20000,90670,0
6574,1,0 days 09:30:00.332661259,0,0,90703,0
2662,1,0 days 09:30:00.332714844,0,0,90704,0
6707,1,0 days 09:30:00.332727924,0,0,90705,0
7268,3,0 days 09:30:00.332800791,669,41500,90708,0
7076,1,0 days 09:30:00.332885352,0,0,90711,0
1866,1,0 days 09:30:00.332976649,0,0,90712,0
3058,1,0 days 09:30:00.333046804,1,219600,90713,0
6844,1,0 days 09:30:00.333124315,0,0,90716,0
3262,2,0 days 09:30:00.333198862,470,191800,90748,0
8378,1,0 days 09:30:00.333331068,0,0,90752,0
5269,1,0 days 09:30:00.333422150,0,0,90753,0
6435,1,0 days 09:30:00.333490857,0,0,90759,0
8139,1,0 days 09:30:00.333537619,0,0,90771,0
955,1,0 days 09:30:00.333575111,67689,565900,90772,0
3587,1,0 days 09:30:00.333589872,0,0,90787,0
8653,1,0 days 09:30:00.333778370,0,0,90806,0
1868,6,0 days 09:30:00.333923692,1821,105000,90812,0
3099,1,0 days 09:30:00.334022096,0,0,90815,0
2076,1,0 days 09:30:00.334065019,0,0,90816,0
4212,2,0 days 09:30:00.334098687,251,66200,90818,0
7086,1,0 days 09:30:00.334122715,0,0,90826,0
2475,1,0 days 09:30:00.334229410,0,0,90844,0
2652,1,0 days 09:30:00.334287385,0,0,90853,0
7629,1,0 days 09:30:00.334555156,0,0,90868,0
3397,1,0 days 09:30:00.334656336,23756,60000,90915,0
5174,1,0 days 09:30:00.334819708,0,0,90948,0
8024,5,0 days 09:30:00.334893132,30365,22500,90953,0
8473,1,0 days 09:30:00.335046392,0,0,90958,0
6009,1,0 days 09:30:00.335122836,0,0,90971,0
3884,1,0 days 09:30:00.335201005,0,0,90992,0
208,1,0 days 09:30:00.335266746,0,0,90993,0
6749,4,0 days 09:30:00.335429139,16441,12200,91010,0
5310,1,0 days 09:30:00.335600124,120,157400,91031,0
3208,1,0 days 09:30:00.335632180,350,381800,91034,0
3253,1,0 days 09:30:00.335676110,0,0,91035,0
8764,2,0 days 09:30:00.335796969,3527,46000,91068,0
6303,1,0 days 09:30:00.335979368,2251,329300,91087,0
2097,3,0 days 09:30:00.335989417,101,11200,91090,0
5805,2,0 days 09:30:00.336117273,4009,457800,91111,0
6213,1,0 days 09:30:00.336201980,0,0,91129,0
5683,1,0 days 09:30:00.336258044,0,0,91130,0
781,1,0 days 09:30:00.336314215,0,0,91131,0
6778,1,0 days 09:30:00.336599553,0,0,91172,0
2376,1,0 days 09:30:00.336931854,2874,575900,91290,0
5308,1,0 days 09:30:00.337241977,0,0,91405,0
6133,1,0 days 09:30:00.337497820,0,0,91482,0
1024,1,0 days 09:30:00.337942382,2588,421500,91662,0
7730,1,0 days 09:30:00.338242453,0,0,91764,0
7363,1,0 days 09:30:00.338418941,0,0,91855,0
6061,1,0 days 09:30:00.338533250,67,127500,91924,0
1132,1,0 days 09:30:00.338788693,0,0,92052,0
2940,1,0 days 09:30:00.339007415,0,0,92160,0
191,1,0 days 09:30:00.339275042,0,0,92285,0
3565,1,0 days 09:30:00.339496035,0,0,92390,0
7000,1,0 days 09:30:00.339698573,0,0,92494,0
8749,8,0 days 09:30:00.339758425,29945,981000,92546,0
2523,1,0 days 09:30:00.340099572,2070,592700,92569,0
4148,2,0 days 09:30:00.340519850,2622,387100,92586,0
7116,1,0 days 09:30:00.340736699,0,0,92607,0
5294,1,0 days 09:30:00.340830739,0,0,92608,0
6916,1,0 days 09:30:00.340935915,0,0,92619,0
689,1,0 days 09:30:00.341049097,0,0,92640,0
8856,1,0 days 09:30:00.341049772,0,0,92641,0
2660,1,0 days 09:30:00.341094103,0,0,92643,0
3599,1,0 days 09:30:00.341152470,0,0,92654,0
8724,1,0 days 09:30:00.341201641,0,0,92670,0
8393,1,0 days 09:30:00.341262550,0,0,92682,0
7394,1,0 days 09:30:00.341296160,0,0,92699,0
2918,3,0 days 09:30:00.341436519,9129,126900,92736,0
6170,1,0 days 09:30:00.341491780,0,0,92768,0
1526,1,0 days 09:30:00.341633936,0,0,92790,0
4442,2,0 days 09:30:00.341726310,15,1679700,92816,0
3072,1,0 days 09:30:00.341739430,0,0,92817,0
6922,2,0 days 09:30:00.341860388,1486,230000,92844,0
1631,1,0 days 09:30:00.341932188,0,0,92874,0
2105,1,0 days 09:30:00.341989548,0,0,92875,0
8453,1,0 days 09:30:00.341998302,0,0,92879,0
4758,1,0 days 09:30:00.342235115,0,0,92982,0
4413,1,0 days 09:30:00.342262611,0,0,93005,0
2099,2,0 days 09:30:00.342498714,2986,229500,93087,0
5248,1,0 days 09:30:00.342662343,1042,1775800,93127,0
7120,4,0 days 09:30:00.342793507,7242,194800,93160,0
4702,1,0 days 09:30:00.342861021,3592,888300,93182,0
3374,1,0 days 09:30:00.343058767,0,0,93196,0
1819,1,0 days 09:30:00.343152083,0,0,93200,0
754,1,0 days 09:30:00.343188446,0,0,93201,0
2042,1,0 days 09:30:00.343236585,0,0,93202,0
5069,1,0 days 09:30:00.343244896,24,395900,93220,0
7533,1,0 days 09:30:00.343308023,0,0,93233,0
2313,1,0 days 09:30:00.343347656,0,0,93234,0
5671,3,0 days 09:30:00.343494808,6064,8700,93266,0
3520,1,0 days 09:30:00.343558278,0,0,93274,0
883,1,0 days 09:30:00.343610352,0,0,93287,0
471,5,0 days 09:30:00.343737489,12622,55500,93308,0
7575,1,0 days 09:30:00.343885425,0,0,93341,0
3115,1,0 days 09:30:00.343936162,0,0,93368,0
1925,6,0 days 09:30:00.344035977,3746,110800,93404,0
3089,1,0 days 09:30:00.344112083,0,0,93427,0
7697,2,0 days 09:30:00.344162423,16,258000,93429,0
4352,3,0 days 09:30:00.344205268,2115,6764,93445,0
7829,1,0 days 09:30:00.344260229,2619,166200,93450,0
8133,1,0 days 09:30:00.344448994,0,0,93481,0
5132,1,0 days 09:30:00.344519221,0,0,93484,0
1845,1,0 days 09:30:00.344590655,0,0,93504,0
6137,1,0 days 09:30:00.344638260,0,0,93515,0
1758,1,0 days 09:30:00.344641195,0,0,93516,0
5591,1,0 days 09:30:00.344727902,0,0,93518,0
8037,1,0 days 09:30:00.344812591,4496,146000,93548,0
5599,1,0 days 09:30:00.344917247,0,0,93573,0
5725,1,0 days 09:30:00.344987285,0,0,93582,0
2293,1,0 days 09:30:00.345079558,400,12900,93593,0
5738,2,0 days 09:30:00.345109826,2314,162900,93616,0
8599,1,0 days 09:30:00.345196938,0,0,93630,0
1320,1,0 days 09:30:00.345276305,0,0,93648,0
8478,5,0 days 09:30:00.345514463,3381,884900,93724,0
5008,1,0 days 09:30:00.345574414,6723,1338800,93752,0
931,2,0 days 09:30:00.345845399,2116,73300,93786,0
6285,2,0 days 09:30:00.345847252,160,1500000,93788,0
8815,1,0 days 09:30:00.346072430,0,0,93793,0
2338,1,0 days 09:30:00.346158247,0,0,93824,0
7969,1,0 days 09:30:00.346202776,0,0,93825,0
1930,1,0 days 09:30:00.346277197,0,0,93826,0
5846,1,0 days 09:30:00.346351240,0,0,93827,0
3483,1,0 days 09:30:00.346410016,0,0,93829,0
5441,1,0 days 09:30:00.346491928,36433,53800,93860,0
1473,1,0 days 09:30:00.346612290,1001,137300,93893,0
6581,1,0 days 09:30:00.346738603,4326,717500,93896,0
2612,1,0 days 09:30:00.346900364,2711,789500,93917,0
625,2,0 days 09:30:00.346982423,22,12250000,93933,0
150,1,0 days 09:30:00.347072849,7871,132200,93949,0
377,2,0 days 09:30:00.347164179,14145,32500,93956,0
918,1,0 days 09:30:00.347262829,0,0,93962,0
4714,1,0 days 09:30:00.347337210,0,0,93974,0
3401,1,0 days 09:30:00.347437519,0,0,93987,0
6332,1,0 days 09:30:00.347506675,0,0,93995,0
2530,1,0 days 09:30:00.347557546,0,0,93996,0
3192,1,0 days 09:30:00.347610012,0,0,93997,0
3502,1,0 days 09:30:00.347623783,5,98600,93998,0
2689,1,0 days 09:30:00.347658666,0,0,94001,0
5354,1,0 days 09:30:00.347709582,0,0,94003,0
4822,1,0 days 09:30:00.347751224,0,0,94016,0
3579,1,0 days 09:30:00.347825272,0,0,94028,0
8354,1,0 days 09:30:00.347903441,0,0,94036,0
5944,1,0 days 09:30:00.348045352,0,0,94049,0
1433,3,0 days 09:30:00.348056798,82947,113200,94052,0
5624,1,0 days 09:30:00.348172997,0,0,94073,0
4500,1,0 days 09:30:00.348237331,0,0,94086,0
8863,2,0 days 09:30:00.348347350,5681,11600,94099,0
3707,1,0 days 09:30:00.348404828,0,0,94109,0
5209,1,0 days 09:30:00.348453489,415,55600,94110,0
4163,1,0 days 09:30:00.348515593,0,0,94128,0
6082,1,0 days 09:30:00.348586136,0,0,94129,0
4402,1,0 days 09:30:00.348669576,0,0,94145,0
8874,2,0 days 09:30:00.348776413,3603,67700,94162,0
2900,1,0 days 09:30:00.348901954,0,0,94190,0
3188,1,0 days 09:30:00.348974046,0,0,94194,0
5402,1,0 days 09:30:00.349097559,11,726900,94223,0
1411,1,0 days 09:30:00.349178907,0,0,94238,0
8067,1,0 days 09:30:00.349311516,1074,109900,94263,0
981,1,0 days 09:30:00.349463198,0,0,94296,0
1888,1,0 days 09:30:00.349555314,0,0,94327,0
6159,1,0 days 09:30:00.349620494,0,0,94358,0
4514,1,0 days 09:30:00.349701658,0,0,94389,0
838,1,0 days 09:30:00.349761162,0,0,94399,0
4734,1,0 days 09:30:00.349829503,0,0,94433,0
8166,1,0 days 09:30:00.349966736,0,0,94465,0
1582,1,0 days 09:30:00.350018972,0,0,94503,0
5992,1,0 days 09:30:00.350077442,0,0,94527,0
1275,1,0 days 09:30:00.350145818,0,0,94548,0
1932,1,0 days 09:30:00.350224787,0,0,94566,0
7360,1,0 days 09:30:00.350288158,0,0,94597,0
671,1,0 days 09:30:00.350349350,0,0,94623,0
8713,1,0 days 09:30:00.350414215,0,0,94649,0
5586,1,0 days 09:30:00.350465798,0,0,94663,0
448,1,0 days 09:30:00.350514099,0,0,94681,0
8607,1,0 days 09:30:00.350566856,0,0,94710,0
7609,1,0 days 09:30:00.350630244,0,0,94722,0
880,1,0 days 09:30:00.350683507,0,0,94742,0
5538,1,0 days 09:30:00.350720324,0,0,94757,0
1226,1,0 days 09:30:00.350835323,0,0,94782,0
3008,1,0 days 09:30:00.351880772,0,0,95198,0
4587,1,0 days 09:30:00.352643456,129528,316700,95587,0
4518,1,0 days 09:30:00.352692910,0,0,95616,0
5344,1,0 days 09:30:00.353576327,0,0,95619,0
2176,1,0 days 09:30:00.353813498,0,0,95620,0
4906,1,0 days 09:30:00.353896334,0,0,95621,0
7006,1,0 days 09:30:00.353931293,0,0,95622,0
1361,2,0 days 09:30:00.354088518,5748,312200,95624,0
5788,3,0 days 09:30:00.354243600,95,255300,95659,0
6250,3,0 days 09:30:00.354380286,13049,344900,95664,0
7553,2,0 days 09:30:00.354518793,1972,845800,95680,0
