stock_locate,tracking_number,timestamp,shares,cross_price,match_number,cross_type
3672,2,0 days 09:30:00.000995068,6185,404300,53497,0
6425,1,0 days 09:30:00.001157163,0,0,53502,0
7062,1,0 days 09:30:00.001959593,2432,168600,53563,0
8360,1,0 days 09:30:00.002076275,0,0,53567,0
2290,2,0 days 09:30:00.002518918,100,106000,53602,0
8708,1,0 days 09:30:00.003298974,0,0,53617,0
6654,1,0 days 09:30:00.003474549,420,72000,53618,0
3550,3,0 days 09:30:00.004172865,9655,9100,53631,0
3098,2,0 days 09:30:00.004881254,313,663500,53669,0
5071,1,0 days 09:30:00.004969725,0,0,53672,0
1500,1,0 days 09:30:00.005808476,0,0,53691,0
4369,1,0 days 09:30:00.006517649,0,0,53694,0
8124,1,0 days 09:30:00.007090486,0,0,53696,0
6791,1,0 days 09:30:00.007323613,0,0,53697,0
7662,1,0 days 09:30:00.008143582,0,0,53699,0
2123,1,0 days 09:30:00.008874732,0,0,53702,0
1958,1,0 days 09:30:00.009151990,0,0,53706,0
7320,1,0 days 09:30:00.009389522,2316,175500,53708,0
4462,5,0 days 09:30:00.009821572,400,536200,53726,0
8319,1,0 days 09:30:00.010334869,0,0,53734,0
3547,1,0 days 09:30:00.010898813,0,0,53738,0
6494,1,0 days 09:30:00.010939850,0,0,53739,0
6019,1,0 days 09:30:00.011536956,44,182900,53740,0
3045,1,0 days 09:30:00.012146487,0,0,53743,0
4440,1,0 days 09:30:00.012952370,0,0,53749,0
5575,1,0 days 09:30:00.013088013,4849,134300,53750,0
8367,1,0 days 09:30:00.013926865,0,0,53753,0
8034,1,0 days 09:30:00.014857666,0,0,53787,0
3149,1,0 days 09:30:00.015626568,0,0,53819,0
7707,1,0 days 09:30:00.016393577,0,0,53822,0
393,2,0 days 09:30:00.021670510,38093,18740000,53830,0
330,2,0 days 09:30:00.021847743,2048,125400,53832,0
4210,1,0 days 09:30:00.026537110,0,0,53877,0
2565,1,0 days 09:30:00.030107099,316,168800,53914,0
8673,1,0 days 09:30:00.031513010,0,0,53920,0
2479,1,0 days 09:30:00.032114995,0,0,53921,0
815,1,0 days 09:30:00.032480411,0,0,53922,0
1304,1,0 days 09:30:00.036180598,3407,185800,53958,0
6834,3,0 days 09:30:00.058556378,5136,571200,57384,0
1254,1,0 days 09:30:00.058910464,0,0,57402,0
6364,1,0 days 09:30:00.059333339,161,593300,57407,0
3852,1,0 days 09:30:00.059472690,0,0,57410,0
7606,1,0 days 09:30:00.060268908,0,0,57467,0
6148,1,0 days 09:30:00.060439806,0,0,57469,0
2677,1,0 days 09:30:00.061888926,10242,941000,57531,0
3664,1,0 days 09:30:00.061956044,0,0,57532,0
3835,1,0 days 09:30:00.062983230,0,0,57558,0
3759,1,0 days 09:30:00.063134395,1000,283300,57570,0
8510,1,0 days 09:30:00.063958040,0,0,57591,0
7078,1,0 days 09:30:00.064217372,0,0,57604,0
5852,2,0 days 09:30:00.065030784,5721,18500,57626,0
8545,1,0 days 09:30:00.065760522,0,0,57642,0
6681,3,0 days 09:30:00.067161392,1184,2114400,57671,0
1328,2,0 days 09:30:00.067983714,335,51300,57688,0
3843,3,0 days 09:30:00.069618102,30030,7050,57719,0
3906,1,0 days 09:30:00.070633494,0,0,57734,0
8861,2,0 days 09:30:00.071749375,224,176600,57756,0
2214,1,0 days 09:30:00.073292024,0,0,57778,0
7341,3,0 days 09:30:00.073444404,400,261400,57792,0
3036,1,0 days 09:30:00.074305391,228,419900,57797,0
5359,1,0 days 09:30:00.074980651,0,0,57811,0
5837,1,0 days 09:30:00.075403366,0,0,57832,0
1639,1,0 days 09:30:00.075579158,0,0,57833,0
7788,3,0 days 09:30:00.075760046,109,79800,57836,0
421,1,0 days 09:30:00.076042706,0,0,57839,0
6416,1,0 days 09:30:00.076271157,0,0,57852,0
2254,1,0 days 09:30:00.076403318,0,0,57855,0
7021,1,0 days 09:30:00.076534739,0,0,57856,0
3319,1,0 days 09:30:00.076659382,0,0,57864,0
8114,1,0 days 09:30:00.076812394,0,0,57878,0
5822,1,0 days 09:30:00.077045520,0,0,57879,0
3829,1,0 days 09:30:00.077161869,0,0,57880,0
3144,1,0 days 09:30:00.077241447,0,0,57881,0
5175,1,0 days 09:30:00.077384644,0,0,57882,0
737,1,0 days 09:30:00.077568400,0,0,57894,0
7728,1,0 days 09:30:00.077663912,0,0,57895,0
8564,1,0 days 09:30:00.077856881,0,0,57915,0
8312,1,0 days 09:30:00.078016399,0,0,57916,0
726,3,0 days 09:30:00.078205537,204,55000,57930,0
2855,1,0 days 09:30:00.078357564,0,0,57937,0
81,1,0 days 09:30:00.078507424,0,0,57954,0
835,3,0 days 09:30:00.078641125,546,537400,57957,0
4027,3,0 days 09:30:00.078732050,2169,624900,57968,0
8361,1,0 days 09:30:00.078840312,555,455900,57975,0
1989,1,0 days 09:30:00.079173331,208,146300,58004,0
4574,1,0 days 09:30:00.079433559,0,0,58019,0
6812,1,0 days 09:30:00.079700532,7591,174900,58046,0
4987,4,0 days 09:30:00.079846931,2716,2750,58055,0
5765,1,0 days 09:30:00.079906254,0,0,58074,0
6482,1,0 days 09:30:00.080060879,0,0,58086,0
6458,1,0 days 09:30:00.080307088,7,567900,58100,0
1574,1,0 days 09:30:00.080565694,734,1105300,58120,0
8002,1,0 days 09:30:00.080592257,0,0,58129,0
5769,1,0 days 09:30:00.080834532,43729,31600,58154,0
4151,1,0 days 09:30:00.081199398,9351,78100,58182,0
292,1,0 days 09:30:00.081211029,182,67100,58188,0
2804,1,0 days 09:30:00.081511039,0,0,58225,0
3472,1,0 days 09:30:00.081655780,0,0,58253,0
1938,1,0 days 09:30:00.081689870,0,0,58254,0
3848,2,0 days 09:30:00.081904038,1249,497500,58287,0
7542,1,0 days 09:30:00.082078890,0,0,58322,0
4619,1,0 days 09:30:00.082093460,0,0,58328,0
4686,1,0 days 09:30:00.082273688,0,0,58381,0
5484,1,0 days 09:30:00.082511982,0,0,58432,0
6967,1,0 days 09:30:00.082667564,0,0,58494,0
8346,1,0 days 09:30:00.082699690,4533,659000,58523,0
5985,1,0 days 09:30:00.082832366,0,0,58549,0
7835,1,0 days 09:30:00.083040346,0,0,58593,0
2811,1,0 days 09:30:00.083116827,559,387700,58611,0
7105,1,0 days 09:30:00.083325453,0,0,58678,0
7672,1,0 days 09:30:00.083364019,0,0,58679,0
5705,3,0 days 09:30:00.083762371,11982,39800,58746,0
5343,1,0 days 09:30:00.083834437,0,0,58747,0
1596,2,0 days 09:30:00.084092377,917,4500,58751,0
7870,1,0 days 09:30:00.084109035,0,0,58752,0
1701,1,0 days 09:30:00.084355169,0,0,58785,0
3500,1,0 days 09:30:00.084411870,0,0,58787,0
2139,1,0 days 09:30:00.084510184,0,0,58817,0
7174,1,0 days 09:30:00.084638042,0,0,58818,0
5576,1,0 days 09:30:00.084691796,0,0,58839,0
1887,1,0 days 09:30:00.084751047,0,0,58861,0
6191,1,0 days 09:30:00.084900977,5195,171300,58908,0
3824,2,0 days 09:30:00.084960237,19,124600,58929,0
5303,2,0 days 09:30:00.085054366,16,41300,58933,0
427,1,0 days 09:30:00.085196435,0,0,58975,0
7505,1,0 days 09:30:00.085344415,0,0,58976,0
4627,2,0 days 09:30:00.085382880,1556,117000,58978,0
6508,1,0 days 09:30:00.085448219,0,0,58981,0
4126,2,0 days 09:30:00.085621572,28,36800,58984,0
5640,1,0 days 09:30:00.085765169,0,0,58987,0
4550,1,0 days 09:30:00.085915815,821,219700,58989,0
3689,1,0 days 09:30:00.085993494,0,0,59020,0
3940,1,0 days 09:30:00.086216163,0,0,59036,0
1940,1,0 days 09:30:00.086282736,0,0,59053,0
4953,2,0 days 09:30:00.086487801,953,8890,59055,0
7037,1,0 days 09:30:00.086670493,0,0,59058,0
466,1,0 days 09:30:00.086788271,2058,20100,59067,0
1521,1,0 days 09:30:00.086920101,0,0,59080,0
8431,1,0 days 09:30:00.087002179,0,0,59104,0
7295,2,0 days 09:30:00.087115910,2304,6900,59107,0
4623,1,0 days 09:30:00.087195744,0,0,59110,0
3632,1,0 days 09:30:00.087332612,17,388800,59112,0
7080,1,0 days 09:30:00.087436956,0,0,59145,0
6977,1,0 days 09:30:00.087468772,0,0,59148,0
3069,1,0 days 09:30:00.087556833,0,0,59149,0
6528,1,0 days 09:30:00.087654053,0,0,59150,0
7921,1,0 days 09:30:00.087661701,0,0,59151,0
2027,1,0 days 09:30:00.088016609,9968,360700,59152,0
828,1,0 days 09:30:00.088203257,1364,30100,59153,0
449,1,0 days 09:30:00.088342142,831,1107200,59156,0
2609,1,0 days 09:30:00.088462715,0,0,59161,0
5304,1,0 days 09:30:00.088539825,4286,269900,59162,0
2220,1,0 days 09:30:00.088759459,0,0,59195,0
2161,1,0 days 09:30:00.088863147,0,0,59196,0
8191,2,0 days 09:30:00.088910952,1185,330900,59198,0
4226,1,0 days 09:30:00.089087589,0,0,59201,0
1126,1,0 days 09:30:00.089103130,395,16600,59202,0
365,1,0 days 09:30:00.089271596,648,472300,59235,0
275,1,0 days 09:30:00.089343277,0,0,59236,0
7247,2,0 days 09:30:00.089492067,1361,327800,59270,0
598,1,0 days 09:30:00.089649816,0,0,59273,0
1061,1,0 days 09:30:00.089758170,0,0,59274,0
4040,4,0 days 09:30:00.089856722,1384,3700,59304,0
1060,1,0 days 09:30:00.089934950,0,0,59307,0
8187,1,0 days 09:30:00.090115492,0,0,59340,0
1188,1,0 days 09:30:00.090198759,0,0,59341,0
8266,1,0 days 09:30:00.090447735,0,0,59382,0
6443,1,0 days 09:30:00.090520479,0,0,59400,0
2189,1,0 days 09:30:00.090587086,0,0,59426,0
2885,1,0 days 09:30:00.090746232,0,0,59475,0
4450,1,0 days 09:30:00.090823343,0,0,59498,0
1672,2,0 days 09:30:00.090908495,10,33600,59520,0
6525,1,0 days 09:30:00.091066870,1684,740700,59578,0
1550,1,0 days 09:30:00.091198040,0,0,59581,0
656,1,0 days 09:30:00.091353501,1480,186300,59583,0
8220,1,0 days 09:30:00.091365341,0,0,59584,0
3861,1,0 days 09:30:00.091551225,0,0,59618,0
1101,1,0 days 09:30:00.091701019,0,0,59623,0
4567,1,0 days 09:30:00.091714075,0,0,59624,0
8592,2,0 days 09:30:00.091786962,21,263000,59653,0
5088,1,0 days 09:30:00.091989733,875,774200,59682,0
7472,1,0 days 09:30:00.092078891,0,0,59685,0
7133,2,0 days 09:30:00.092263086,14281,1448,59687,0
7620,1,0 days 09:30:00.092366182,0,0,59720,0
636,1,0 days 09:30:00.092411780,0,0,59721,0
5813,1,0 days 09:30:00.092580206,0,0,59752,0
5625,1,0 days 09:30:00.092686764,0,0,59763,0
3480,1,0 days 09:30:00.092701278,0,0,59784,0
4873,4,0 days 09:30:00.092891065,502,11000,59806,0
4731,1,0 days 09:30:00.093015536,0,0,59810,0
7754,1,0 days 09:30:00.093066865,0,0,59811,0
6521,1,0 days 09:30:00.094585362,48683,887100,59834,0
6447,1,0 days 09:30:00.094913605,34101,22500,59835,0
4556,1,0 days 09:30:00.095912596,0,0,59841,0
3101,3,0 days 09:30:00.097081084,11552,563100,59875,0
4534,2,0 days 09:30:00.097161992,987,163000,59877,0
380,1,0 days 09:30:00.097944700,5196,80100,59883,0
5669,1,0 days 09:30:00.098308223,0,0,59916,0
4808,2,0 days 09:30:00.098436763,100,580400,59918,0
1794,1,0 days 09:30:00.098473984,3511,38000,59920,0
5051,1,0 days 09:30:00.098543234,0,0,59923,0
7095,2,0 days 09:30:00.098780119,3576,14300,59925,0
8195,1,0 days 09:30:00.098953740,0,0,59928,0
5604,1,0 days 09:30:00.099140938,0,0,59929,0
8394,1,0 days 09:30:00.099286006,0,0,59952,0
818,2,0 days 09:30:00.099402108,1,103500,59962,0
8398,1,0 days 09:30:00.099441557,18477,531300,59965,0
8731,1,0 days 09:30:00.099560512,1701,74500,59966,0
7501,1,0 days 09:30:00.099733828,0,0,59972,0
7258,1,0 days 09:30:00.099880444,0,0,59973,0
7181,1,0 days 09:30:00.100010442,731,90800,59974,0
1606,1,0 days 09:30:00.100118777,0,0,60007,0
3450,2,0 days 09:30:00.100249396,4292,57900,60009,0
4607,1,0 days 09:30:00.100363405,4254,269300,60013,0
4056,1,0 days 09:30:00.100537166,13128,579400,60018,0
1218,1,0 days 09:30:00.100717949,746,11300,60051,0
6725,1,0 days 09:30:00.100801335,0,0,60054,0
2516,1,0 days 09:30:00.100830880,0,0,60055,0
2820,1,0 days 09:30:00.100944243,0,0,60056,0
7315,2,0 days 09:30:00.101051580,100,1508,60058,0
2410,1,0 days 09:30:00.101203536,0,0,60082,0
819,1,0 days 09:30:00.101371667,0,0,60093,0
596,1,0 days 09:30:00.101457257,3427,236300,60094,0
3729,1,0 days 09:30:00.101483346,0,0,60095,0
2001,1,0 days 09:30:00.101592883,0,0,60128,0
1918,1,0 days 09:30:00.101715724,0,0,60129,0
1103,1,0 days 09:30:00.101832705,0,0,60135,0
8164,1,0 days 09:30:00.101871050,0,0,60148,0
2226,1,0 days 09:30:00.101916890,0,0,60163,0
83,1,0 days 09:30:00.102054257,0,0,60165,0
567,1,0 days 09:30:00.102204688,0,0,60196,0
8783,1,0 days 09:30:00.102271461,0,0,60197,0
4859,1,0 days 09:30:00.102454971,369,329400,60221,0
7885,1,0 days 09:30:00.102583609,0,0,60254,0
3082,1,0 days 09:30:00.102652878,0,0,60262,0
1078,1,0 days 09:30:00.102785588,0,0,60294,0
4616,3,0 days 09:30:00.102788532,44052,4600,60297,0
2532,1,0 days 09:30:00.102989411,0,0,60331,0
1955,2,0 days 09:30:00.103321169,8541,107000,60400,0
391,1,0 days 09:30:00.103511194,0,0,60448,0
6034,1,0 days 09:30:00.103634389,4911,86700,60449,0
6063,1,0 days 09:30:00.103741112,7136,167300,60481,0
4175,2,0 days 09:30:00.104031426,3991,239000,60520,0
3053,1,0 days 09:30:00.104204064,0,0,60551,0
6624,1,0 days 09:30:00.104251677,0,0,60552,0
5747,2,0 days 09:30:00.104456406,745,585600,60586,0
8140,1,0 days 09:30:00.104599027,0,0,60619,0
6856,1,0 days 09:30:00.104750289,0,0,60650,0
7349,1,0 days 09:30:00.104774683,0,0,60651,0
2883,1,0 days 09:30:00.104841485,200,256200,60662,0
6150,1,0 days 09:30:00.104967900,142,420300,60697,0
8397,1,0 days 09:30:00.105093891,536,280800,60743,0
2771,1,0 days 09:30:00.105189225,0,0,60776,0
1128,1,0 days 09:30:00.105247909,0,0,60794,0
476,2,0 days 09:30:00.105470178,4595,28300,60839,0
1946,2,0 days 09:30:00.105596425,78,102000,60877,0
6618,1,0 days 09:30:00.105633929,0,0,60886,0
2408,1,0 days 09:30:00.105916055,11200,1145100,60932,0
1837,1,0 days 09:30:00.106062831,0,0,60965,0
7664,2,0 days 09:30:00.106112235,1703,254500,60967,0
3305,1,0 days 09:30:00.106296460,135,109900,61001,0
6565,1,0 days 09:30:00.106536088,0,0,61066,0
5732,1,0 days 09:30:00.106596988,657,331200,61084,0
1352,1,0 days 09:30:00.106678759,0,0,61088,0
160,1,0 days 09:30:00.106814180,391,271600,61121,0
4572,1,0 days 09:30:00.107023838,0,0,61186,0
4473,1,0 days 09:30:00.107085771,268,762800,61217,0
4335,1,0 days 09:30:00.107157783,0,0,61247,0
5232,1,0 days 09:30:00.107396545,0,0,61325,0
4803,1,0 days 09:30:00.107490799,1386,16600,61364,0
4920,1,0 days 09:30:00.107548210,0,0,61369,0
3544,1,0 days 09:30:00.107764271,0,0,61415,0
3109,1,0 days 09:30:00.107851620,0,0,61464,0
6718,1,0 days 09:30:00.107956808,0,0,61510,0
6830,1,0 days 09:30:00.108030399,1609,534200,61529,0
4278,1,0 days 09:30:00.108060102,0,0,61543,0
5864,1,0 days 09:30:00.108212516,0,0,61563,0
3878,1,0 days 09:30:00.108296835,0,0,61577,0
6025,1,0 days 09:30:00.108399465,0,0,61608,0
1736,2,0 days 09:30:00.108544288,1027,478700,61656,0
5133,1,0 days 09:30:00.108630321,0,0,61690,0
5737,1,0 days 09:30:00.108705256,0,0,61721,0
3594,3,0 days 09:30:00.108900177,1278,135000,61789,0
6003,1,0 days 09:30:00.109016684,0,0,61822,0
4498,1,0 days 09:30:00.109127123,0,0,61870,0
1912,1,0 days 09:30:00.109198672,0,0,61914,0
5491,1,0 days 09:30:00.109263127,0,0,61932,0
6523,1,0 days 09:30:00.109346323,0,0,61965,0
569,1,0 days 09:30:00.109400623,0,0,61996,0
7423,2,0 days 09:30:00.109589273,2135,104200,62069,0
8348,1,0 days 09:30:00.109838933,3728,833300,62154,0
8184,1,0 days 09:30:00.110023137,0,0,62196,0
6022,1,0 days 09:30:00.110161614,0,0,62224,0
7805,1,0 days 09:30:00.110289838,0,0,62248,0
3597,1,0 days 09:30:00.110397478,0,0,62257,0
5274,2,0 days 09:30:00.110694525,78351,266000,62368,0
5987,1,0 days 09:30:00.110756373,0,0,62370,0
3725,1,0 days 09:30:00.111314959,0,0,62405,0
2529,1,0 days 09:30:00.111892031,0,0,62439,0
1230,1,0 days 09:30:00.112174611,4,141800,62464,0
5758,2,0 days 09:30:00.112355620,3,251200,62474,0
7922,1,0 days 09:30:00.112421957,0,0,62507,0
5006,1,0 days 09:30:00.112486132,0,0,62508,0
985,2,0 days 09:30:00.112622625,500,19600,62540,0
676,1,0 days 09:30:00.112888991,0,0,62586,0
8310,1,0 days 09:30:00.113198416,1819,291100,62647,0
2409,1,0 days 09:30:00.113368044,0,0,62696,0
2965,1,0 days 09:30:00.113419835,0,0,62711,0
782,1,0 days 09:30:00.113547605,0,0,62769,0
886,1,0 days 09:30:00.113755245,2049,375000,62887,0
7207,1,0 days 09:30:00.113890081,245,230800,62905,0
3797,1,0 days 09:30:00.113971616,0,0,62927,0
2755,3,0 days 09:30:00.114104684,1301,535500,62975,0
3326,1,0 days 09:30:00.114570623,0,0,63246,0
3265,1,0 days 09:30:00.114857208,0,0,63347,0
8052,3,0 days 09:30:00.114877743,12283,550400,63350,0
5157,1,0 days 09:30:00.115035660,0,0,63383,0
5513,1,0 days 09:30:00.115084304,0,0,63384,0
2084,1,0 days 09:30:00.115360343,4316,745700,63416,0
2014,1,0 days 09:30:00.115538259,0,0,63449,0
4606,1,0 days 09:30:00.115609268,0,0,63450,0
4023,1,0 days 09:30:00.115741673,0,0,63481,0
7091,1,0 days 09:30:00.115816743,0,0,63490,0
8662,1,0 days 09:30:00.115882984,0,0,63514,0
2038,1,0 days 09:30:00.115935864,0,0,63546,0
6578,1,0 days 09:30:00.115979627,1519,46000,63577,0
7880,1,0 days 09:30:00.116189955,1132,47900,63669,0
2573,1,0 days 09:30:00.116333254,0,0,63702,0
269,1,0 days 09:30:00.116418869,292,17200,63716,0
6695,1,0 days 09:30:00.116433951,0,0,63730,0
710,1,0 days 09:30:00.116598877,439,224100,63753,0
6918,1,0 days 09:30:00.116735617,0,0,63786,0
4876,1,0 days 09:30:00.116890203,1732,49400,63829,0
5321,1,0 days 09:30:00.116956925,0,0,63830,0
7260,1,0 days 09:30:00.117072823,0,0,63837,0
6785,1,0 days 09:30:00.117195176,3390,23800,63838,0
3811,1,0 days 09:30:00.117277675,0,0,63841,0
4766,1,0 days 09:30:00.117308998,0,0,63842,0
6118,1,0 days 09:30:00.117416898,200,393000,63843,0
1546,1,0 days 09:30:00.117492719,0,0,63845,0
4105,2,0 days 09:30:00.117819020,4444,3322500,63849,0
3538,1,0 days 09:30:00.117877224,0,0,63850,0
2032,1,0 days 09:30:00.118133618,0,0,63883,0
7048,1,0 days 09:30:00.118255175,0,0,63884,0
6839,1,0 days 09:30:00.118314524,0,0,63885,0
5380,1,0 days 09:30:00.118414689,0,0,63886,0
1289,1,0 days 09:30:00.118514374,95,267500,63887,0
2905,1,0 days 09:30:00.118557028,0,0,63890,0
2661,1,0 days 09:30:00.118598169,0,0,63891,0
7480,3,0 days 09:30:00.118721621,2027,15000,63895,0
4387,1,0 days 09:30:00.118774366,0,0,63917,0
408,1,0 days 09:30:00.118841931,0,0,63927,0
2648,1,0 days 09:30:00.119014537,0,0,63931,0
1533,1,0 days 09:30:00.119147258,10078,2027900,63934,0
5290,2,0 days 09:30:00.119374057,816,633700,63972,0
5136,1,0 days 09:30:00.119428074,0,0,63973,0
5217,1,0 days 09:30:00.119654279,0,0,63977,0
3210,1,0 days 09:30:00.119894045,0,0,64008,0
2513,1,0 days 09:30:00.120027487,0,0,64009,0
2085,1,0 days 09:30:00.120137603,0,0,64010,0
956,1,0 days 09:30:00.120233833,0,0,64040,0
7956,2,0 days 09:30:00.120296501,15666,8580,64043,0
7039,1,0 days 09:30:00.120338483,0,0,64044,0
5478,1,0 days 09:30:00.120545971,0,0,64078,0
4655,3,0 days 09:30:00.120698213,1332,339900,64084,0
7586,1,0 days 09:30:00.120759568,0,0,64117,0
6377,1,0 days 09:30:00.120819917,0,0,64119,0
6449,1,0 days 09:30:00.121035515,26119,246800,64154,0
6026,1,0 days 09:30:00.121172317,0,0,64170,0
5241,2,0 days 09:30:00.121232303,777,220200,64180,0
2115,1,0 days 09:30:00.121277085,0,0,64192,0
2807,1,0 days 09:30:00.121370165,0,0,64193,0
3914,1,0 days 09:30:00.121449341,0,0,64203,0
2791,1,0 days 09:30:00.121579742,0,0,64225,0
3997,1,0 days 09:30:00.121618002,0,0,64226,0
7773,2,0 days 09:30:00.121692520,232,51300,64249,0
1,1,0 days 09:30:00.121832091,0,0,64282,0
7725,1,0 days 09:30:00.121896093,0,0,64313,0
3637,1,0 days 09:30:00.121946203,1117,190100,64339,0
4559,1,0 days 09:30:00.122085722,0,0,64377,0
6563,1,0 days 09:30:00.122141778,4,85000,64386,0
4419,1,0 days 09:30:00.122162789,0,0,64403,0
6632,1,0 days 09:30:00.122233876,0,0,64420,0
4165,2,0 days 09:30:00.122412804,10879,5500,64480,0
8277,1,0 days 09:30:00.122441652,0,0,64482,0
645,1,0 days 09:30:00.122582336,0,0,64526,0
6400,1,0 days 09:30:00.122743581,76,565800,64605,0
665,1,0 days 09:30:00.122984759,0,0,64716,0
4540,1,0 days 09:30:00.123170185,2337,207400,64792,0
5920,1,0 days 09:30:00.123389007,802,172000,64855,0
8019,1,0 days 09:30:00.123549258,0,0,64880,0
6984,1,0 days 09:30:00.123640003,0,0,64898,0
8664,1,0 days 09:30:00.123720625,0,0,64920,0
2456,1,0 days 09:30:00.124040693,27512,267100,64930,0
2305,1,0 days 09:30:00.124101543,0,0,64931,0
6219,1,0 days 09:30:00.124458608,0,0,64934,0
4597,1,0 days 09:30:00.124691931,0,0,64935,0
5112,1,0 days 09:30:00.124988825,853,1097000,64937,0
578,1,0 days 09:30:00.125125703,0,0,64942,0
2133,4,0 days 09:30:00.125286726,43934,33000,64946,0
8460,1,0 days 09:30:00.125294057,1100,455700,64947,0
8566,1,0 days 09:30:00.125492913,0,0,64982,0
156,1,0 days 09:30:00.125687434,8970,27000,64983,0
2629,2,0 days 09:30:00.125890452,2245,16100,64987,0
3580,1,0 days 09:30:00.126027640,0,0,64991,0
4202,1,0 days 09:30:00.126212427,4684,277700,64992,0
4101,1,0 days 09:30:00.126304228,1534,1930900,64993,0
2939,1,0 days 09:30:00.126421921,0,0,65000,0
1974,1,0 days 09:30:00.126566086,0,0,65032,0
8685,1,0 days 09:30:00.126719853,0,0,65033,0
5346,1,0 days 09:30:00.126822451,0,0,65034,0
3698,1,0 days 09:30:00.126825159,0,0,65035,0
1314,1,0 days 09:30:00.126993290,0,0,65038,0
7019,1,0 days 09:30:00.127124714,0,0,65039,0
2435,1,0 days 09:30:00.127212188,0,0,65040,0
3908,1,0 days 09:30:00.127387830,2955,2517500,65042,0
8774,3,0 days 09:30:00.127524430,2204,146000,65077,0
8362,1,0 days 09:30:00.127567039,0,0,65078,0
681,3,0 days 09:30:00.127781108,3041,11100,65083,0
4227,1,0 days 09:30:00.127902599,0,0,65086,0
1003,1,0 days 09:30:00.128028373,0,0,65087,0
1448,3,0 days 09:30:00.128062686,250,101300,65090,0
1578,1,0 days 09:30:00.128153840,0,0,65093,0
6339,1,0 days 09:30:00.128348899,2236,418500,65124,0
6017,1,0 days 09:30:00.128487992,0,0,65127,0
4689,2,0 days 09:30:00.128591280,702,37300,65129,0
5221,2,0 days 09:30:00.128606896,100,56000,65131,0
1349,1,0 days 09:30:00.128739159,250,559300,65136,0
2847,1,0 days 09:30:00.128806983,0,0,65139,0
648,1,0 days 09:30:00.128893994,0,0,65140,0
4659,1,0 days 09:30:00.129110426,994,756100,65174,0
4718,1,0 days 09:30:00.129151065,0,0,65175,0
1575,1,0 days 09:30:00.129268129,0,0,65179,0
7806,1,0 days 09:30:00.129437244,0,0,65180,0
1774,1,0 days 09:30:00.129503040,0,0,65186,0
6491,1,0 days 09:30:00.129530330,0,0,65199,0
6310,1,0 days 09:30:00.129599407,0,0,65213,0
8428,1,0 days 09:30:00.129716770,653,1200200,65214,0
2339,1,0 days 09:30:00.129842041,4,164900,65218,0
2898,1,0 days 09:30:00.129915595,1000,509300,65221,0
4972,2,0 days 09:30:00.129978438,207,253800,65223,0
4043,1,0 days 09:30:00.130002373,2289,42800,65225,0
7043,1,0 days 09:30:00.130078792,0,0,65261,0
8241,1,0 days 09:30:00.130435639,0,0,65267,0
1163,2,0 days 09:30:00.130451762,6182,32000,65281,0
4806,2,0 days 09:30:00.130661307,622,15200,65298,0
3684,1,0 days 09:30:00.130857875,0,0,65322,0
514,2,0 days 09:30:00.130885084,2907,5600,65334,0
2311,1,0 days 09:30:00.131023717,1500,41800,65337,0
7709,1,0 days 09:30:00.131177913,0,0,65370,0
7993,1,0 days 09:30:00.131216668,0,0,65371,0
6616,1,0 days 09:30:00.131315205,0,0,65392,0
2128,12,0 days 09:30:00.131426785,3471,149500,65414,0
593,1,0 days 09:30:00.131542673,214,7365000,65445,0
8177,1,0 days 09:30:00.131571433,0,0,65449,0
7215,1,0 days 09:30:00.131661942,0,0,65466,0
3248,1,0 days 09:30:00.131777548,0,0,65482,0
188,2,0 days 09:30:00.131886660,1119,259300,65507,0
1902,1,0 days 09:30:00.131966115,25,281100,65520,0
6161,1,0 days 09:30:00.132042434,6836,60900,65540,0
7685,1,0 days 09:30:00.132189536,1125,385400,65569,0
2624,2,0 days 09:30:00.132288586,100,15100,65578,0
2132,1,0 days 09:30:00.132300152,0,0,65579,0
8857,1,0 days 09:30:00.132365676,0,0,65597,0
4291,1,0 days 09:30:00.132448094,115,247700,65609,0
7714,2,0 days 09:30:00.132612743,2279,64500,65644,0
4997,1,0 days 09:30:00.132814578,0,0,65671,0
8021,1,0 days 09:30:00.132959381,6164,271700,65696,0
4306,1,0 days 09:30:00.133070528,0,0,65729,0
3633,1,0 days 09:30:00.133132105,0,0,65732,0
7475,1,0 days 09:30:00.133309046,0,0,65763,0
5302,1,0 days 09:30:00.133389952,0,0,65792,0
6379,1,0 days 09:30:00.133422693,0,0,65795,0
5569,1,0 days 09:30:00.133511564,0,0,65824,0
91,5,0 days 09:30:00.133706775,4963,100600,65873,0
2361,1,0 days 09:30:00.133716574,0,0,65874,0
5666,1,0 days 09:30:00.133825325,0,0,65907,0
8817,2,0 days 09:30:00.134081591,400,36800,65969,0
2087,1,0 days 09:30:00.134241278,0,0,66008,0
8053,1,0 days 09:30:00.134382918,0,0,66040,0
3842,1,0 days 09:30:00.134489218,0,0,66058,0
3011,1,0 days 09:30:00.134599243,0,0,66089,0
5266,1,0 days 09:30:00.134696161,8203,195400,66117,0
5212,1,0 days 09:30:00.134801674,2212,48000,66148,0
7489,1,0 days 09:30:00.135216332,5939,1294500,66183,0
5594,1,0 days 09:30:00.135412324,0,0,66199,0
3849,1,0 days 09:30:00.135447818,0,0,66217,0
2822,2,0 days 09:30:00.135615195,687,652800,66219,0
7252,1,0 days 09:30:00.135702304,0,0,66222,0
